resena_id,destino_id,visitante_id,calificacion,comentario,fecha_resena
2214,17,1217,3,Perfecto para familias,2024-05-03
2215,3,3857,5,Cultura fascinante,2024-10-30
2216,6,2001,3,Perfecto para familias,2023-04-17
2217,14,2989,3,Recomendado,2024-10-15
2218,15,1932,1,"Buen lugar, pero caro",2023-06-21
2219,14,3013,3,Asequible y hermoso,2024-10-19
2220,11,1240,1,Asequible y hermoso,2024-06-02
2221,11,2210,1,Demasiado turístico,2024-06-11
2222,9,1048,5,Cultura fascinante,2023-11-16
2223,6,2249,2,No volvería,2023-02-06
2224,15,2168,1,Cultura fascinante,2024-05-13
2225,12,1875,3,Increíble experiencia,2024-10-26
2226,6,2898,5,Asequible y hermoso,2023-09-22
2227,1,3180,3,Asequible y hermoso,2024-11-25
2228,16,1625,2,Recomendado,2024-10-29
2229,20,2860,4,Servicio excelente,2024-10-10
2230,15,2971,2,Perfecto para familias,2024-02-06
2231,2,1601,5,Increíble experiencia,2024-08-24
2232,17,3721,2,Demasiado turístico,2023-08-06
2233,3,3382,2,Recomendado,2023-11-26
2234,3,2944,5,No volvería,2023-07-05
2235,5,2817,5,Asequible y hermoso,2024-01-16
2236,17,3084,3,Cultura fascinante,2023-07-28
2237,17,3826,1,No volvería,2024-07-16
2238,20,2649,4,Servicio excelente,2023-10-15
2239,6,2828,4,Cultura fascinante,2023-03-29
2240,1,1223,4,Asequible y hermoso,2023-05-16
2241,7,2747,2,Demasiado turístico,2023-06-07
2242,15,1530,5,Cultura fascinante,2023-06-04
2243,7,3289,5,"Buen lugar, pero caro",2024-04-07
2244,19,1134,5,Perfecto para familias,2023-08-08
2245,20,1391,1,Demasiado turístico,2024-04-03
2246,11,1102,5,Cultura fascinante,2023-06-16
2247,14,3041,5,Perfecto para familias,2023-11-18
2248,13,3729,2,Recomendado,2024-11-21
2249,20,3546,3,Asequible y hermoso,2024-07-15
2250,9,3559,4,Perfecto para familias,2024-05-26
2251,9,3751,2,Cultura fascinante,2023-03-28
2252,16,3001,2,Servicio excelente,2024-06-28
2253,12,1949,2,Servicio excelente,2023-10-02
2254,10,2569,4,Asequible y hermoso,2023-05-21
2255,6,1841,2,No volvería,2024-12-18
2256,18,3054,3,No volvería,2024-09-16
2257,2,1194,5,Servicio excelente,2023-12-19
2258,20,1742,3,No volvería,2023-01-05
2259,9,3960,5,Cultura fascinante,2024-01-17
2260,19,1473,5,Servicio excelente,2024-12-24
2261,6,3264,2,Perfecto para familias,2023-11-30
2262,2,3924,2,Asequible y hermoso,2024-04-19
2263,15,1038,4,Recomendado,2023-01-30
2264,17,2699,1,Perfecto para familias,2023-12-13
2265,16,1471,3,Perfecto para familias,2024-08-16
2266,8,3500,4,"Buen lugar, pero caro",2024-05-07
2267,10,2514,4,Asequible y hermoso,2024-05-09
2268,10,2013,3,Servicio excelente,2024-01-23
2269,18,2784,3,Demasiado turístico,2023-09-10
2270,10,2967,5,Cultura fascinante,2024-09-21
2271,9,1103,1,"Buen lugar, pero caro",2023-01-30
2272,19,2735,2,Servicio excelente,2024-09-14
2273,1,2736,1,Recomendado,2024-12-11
2274,4,1042,1,Perfecto para familias,2023-12-08
2275,3,3995,2,Demasiado turístico,2023-10-14
2276,10,3114,1,No volvería,2024-02-01
2277,12,3991,4,Demasiado turístico,2024-05-23
2278,18,1193,4,Cultura fascinante,2023-09-01
2279,20,2062,2,No volvería,2023-08-09
2280,6,3550,2,Perfecto para familias,2023-06-05
2281,2,2677,3,Recomendado,2024-01-18
2282,10,3712,3,Perfecto para familias,2023-11-16
2283,2,3400,1,Cultura fascinante,2024-01-08
2284,9,1326,1,Recomendado,2024-06-14
2285,10,2121,2,Perfecto para familias,2023-08-03
2286,2,1108,1,Increíble experiencia,2024-01-02
2287,8,3679,5,"Buen lugar, pero caro",2023-04-24
2288,17,3199,4,Recomendado,2023-07-19
2289,17,2098,1,Increíble experiencia,2023-01-25
2290,4,3926,1,Servicio excelente,2023-05-01
2291,18,1335,3,Servicio excelente,2024-09-02
2292,12,2943,5,Perfecto para familias,2023-01-03
2293,17,3040,1,No volvería,2024-03-20
2294,9,1804,4,Perfecto para familias,2023-09-11
2295,19,2849,1,No volvería,2023-01-20
2296,14,1767,2,Perfecto para familias,2023-07-23
2297,14,2278,5,Demasiado turístico,2023-12-23
2298,17,2409,1,Cultura fascinante,2023-05-08
2299,2,3307,5,"Buen lugar, pero caro",2023-12-24
2300,8,3830,1,No volvería,2023-10-19
2301,5,2489,4,Cultura fascinante,2023-06-23
2302,7,1034,4,Demasiado turístico,2023-12-21
2303,16,3374,5,Servicio excelente,2023-02-06
2304,16,1837,3,Perfecto para familias,2023-11-06
2305,17,3739,3,Asequible y hermoso,2024-10-22
2306,7,3025,2,Cultura fascinante,2024-08-26
2307,20,2640,3,Perfecto para familias,2024-08-04
2308,8,1739,5,Servicio excelente,2023-03-25
2309,8,2490,3,No volvería,2024-05-24
2310,11,3792,2,Cultura fascinante,2024-03-19
2311,15,2328,1,Recomendado,2024-02-24
2312,18,2886,3,Perfecto para familias,2023-07-24
2313,6,3895,5,Cultura fascinante,2024-05-02
2314,12,1117,5,Demasiado turístico,2023-03-29
2315,15,2505,2,Increíble experiencia,2023-09-09
2316,6,3698,2,No volvería,2024-12-23
2317,18,3451,4,"Buen lugar, pero caro",2023-01-31
2318,20,3034,4,"Buen lugar, pero caro",2024-02-25
2319,9,2700,4,Demasiado turístico,2023-03-02
2320,8,2924,1,Recomendado,2024-08-01
2321,14,2611,5,Recomendado,2023-08-14
2322,19,3281,4,Asequible y hermoso,2023-12-01
2323,19,3977,5,Asequible y hermoso,2024-08-01
2324,8,2308,2,Increíble experiencia,2024-10-01
2325,2,3528,1,Increíble experiencia,2023-04-21
2326,4,1976,2,Asequible y hermoso,2024-05-05
2327,6,3057,5,Demasiado turístico,2023-09-29
2328,3,1715,4,Servicio excelente,2023-02-03
2329,3,2926,2,No volvería,2023-07-31
2330,19,3427,3,Asequible y hermoso,2023-10-27
2331,11,3429,1,Recomendado,2024-01-08
2332,10,1844,5,No volvería,2023-05-05
2333,12,1360,4,Servicio excelente,2023-04-13
2334,14,3224,2,Increíble experiencia,2024-12-18
2335,18,1485,1,Perfecto para familias,2023-04-30
2336,9,2429,4,Demasiado turístico,2024-11-12
2337,15,3081,2,Recomendado,2024-06-30
2338,3,2489,5,"Buen lugar, pero caro",2023-11-27
2339,11,1696,3,"Buen lugar, pero caro",2023-11-05
2340,10,3205,3,Increíble experiencia,2024-07-23
2341,18,1565,5,Perfecto para familias,2024-02-16
2342,4,2832,1,Recomendado,2024-02-03
2343,13,1202,5,Demasiado turístico,2023-11-02
2344,6,2199,2,Increíble experiencia,2024-10-14
2345,13,2268,1,Servicio excelente,2024-09-14
2346,20,3971,3,"Buen lugar, pero caro",2023-06-12
2347,5,2470,2,Cultura fascinante,2024-09-14
2348,20,1074,4,No volvería,2024-10-25
2349,14,1096,4,Asequible y hermoso,2023-03-06
2350,13,2897,4,Servicio excelente,2024-09-09
2351,14,1173,3,Demasiado turístico,2023-08-04
2352,8,2923,5,Cultura fascinante,2024-08-25
2353,16,3203,1,Demasiado turístico,2023-01-26
2354,13,3337,3,"Buen lugar, pero caro",2024-10-30
2355,15,1258,2,Servicio excelente,2024-08-06
2356,19,3222,2,Increíble experiencia,2023-02-13
2357,1,1330,4,"Buen lugar, pero caro",2023-03-31
2358,2,2255,1,Recomendado,2023-05-13
2359,18,3807,4,Recomendado,2023-06-10
2360,19,1161,2,No volvería,2024-01-15
2361,8,1186,2,Perfecto para familias,2023-09-18
2362,3,1143,5,Asequible y hermoso,2024-01-18
2363,14,3955,5,Increíble experiencia,2024-01-04
2364,9,1640,5,Cultura fascinante,2023-04-21
2365,8,3075,4,Asequible y hermoso,2024-11-06
2366,17,1202,1,Servicio excelente,2023-03-18
2367,16,2615,5,Perfecto para familias,2023-07-28
2368,10,3718,3,Demasiado turístico,2023-01-13
2369,10,1472,5,No volvería,2024-07-23
2370,6,3307,4,Asequible y hermoso,2024-07-01
2371,17,3103,1,Asequible y hermoso,2023-01-25
2372,16,1911,5,No volvería,2024-06-29
2373,15,2572,1,Asequible y hermoso,2023-05-20
2374,14,2030,3,Cultura fascinante,2023-10-02
2375,4,3602,2,Perfecto para familias,2024-01-05
2376,4,2074,1,"Buen lugar, pero caro",2023-08-10
2377,2,3160,5,Servicio excelente,2023-02-06
2378,11,3194,4,No volvería,2023-05-09
2379,4,1230,4,No volvería,2023-11-12
2380,16,2747,4,Demasiado turístico,2023-11-19
2381,4,3545,4,Asequible y hermoso,2024-03-08
2382,1,2330,1,No volvería,2023-08-06
2383,19,1461,4,Asequible y hermoso,2023-09-05
2384,2,1807,2,Recomendado,2023-04-21
2385,9,2932,3,Demasiado turístico,2024-12-08
2386,13,3274,1,Asequible y hermoso,2023-05-27
2387,18,1059,1,Recomendado,2023-12-10
2388,16,2100,4,Increíble experiencia,2024-05-23
2389,16,3476,4,Perfecto para familias,2024-05-19
2390,10,1728,1,"Buen lugar, pero caro",2024-07-05
2391,9,2156,4,Demasiado turístico,2023-05-14
2392,11,3980,4,Demasiado turístico,2024-04-08
2393,4,1498,4,No volvería,2023-07-10
2394,10,3864,4,Asequible y hermoso,2023-06-12
2395,3,1910,4,Increíble experiencia,2024-03-31
2396,6,2329,5,"Buen lugar, pero caro",2023-03-02
2397,3,3115,5,Asequible y hermoso,2023-01-05
2398,9,1230,5,"Buen lugar, pero caro",2023-02-06
2399,3,1333,1,No volvería,2024-04-04
2400,18,3325,3,No volvería,2023-08-05
2401,8,2897,1,Servicio excelente,2024-12-28
2402,8,2608,5,Demasiado turístico,2023-05-19
2403,15,1721,1,Demasiado turístico,2024-09-09
2404,13,3192,3,Increíble experiencia,2023-04-09
2405,7,2275,4,Perfecto para familias,2024-11-10
2406,19,1691,2,Recomendado,2023-09-21
2407,8,1057,5,Recomendado,2024-08-21
2408,10,3356,5,Asequible y hermoso,2024-08-18
2409,17,3222,3,No volvería,2023-08-12
2410,1,2486,4,Cultura fascinante,2023-01-11
2411,13,1750,4,No volvería,2023-11-23
2412,13,1678,2,Cultura fascinante,2024-11-28
2413,16,1560,4,No volvería,2023-12-16
2414,9,2663,3,Recomendado,2024-01-14
2415,10,2705,4,Perfecto para familias,2023-08-19
2416,6,2979,3,Perfecto para familias,2023-05-21
2417,5,1349,5,Increíble experiencia,2024-09-09
2418,2,2091,5,Cultura fascinante,2023-02-18
2419,11,3378,5,Cultura fascinante,2024-03-26
2420,9,3242,1,Cultura fascinante,2024-05-05
2421,6,2179,5,No volvería,2023-07-24
2422,8,2720,3,Servicio excelente,2024-02-13
2423,9,3314,2,Recomendado,2024-02-11
2424,9,3216,4,Demasiado turístico,2023-02-20
2425,8,3193,5,Asequible y hermoso,2023-06-24
2426,12,3234,1,Servicio excelente,2023-09-18
2427,8,1886,1,No volvería,2024-04-24
2428,3,1865,3,No volvería,2023-08-11
2429,13,3822,2,Asequible y hermoso,2023-09-26
2430,19,1786,5,Cultura fascinante,2023-11-14
2431,2,1457,5,Recomendado,2024-01-20
2432,17,1345,1,Cultura fascinante,2024-08-08
2433,16,3783,3,Cultura fascinante,2024-09-17
2434,4,1554,1,Demasiado turístico,2023-08-07
2435,18,2021,1,Demasiado turístico,2023-02-23
2436,14,1788,2,Perfecto para familias,2023-07-19
2437,2,2820,3,"Buen lugar, pero caro",2024-10-04
2438,13,3984,2,"Buen lugar, pero caro",2023-12-05
2439,20,1705,3,Cultura fascinante,2024-12-04
2440,17,2128,5,Asequible y hermoso,2024-11-21
2441,15,3295,4,Cultura fascinante,2023-11-01
2442,20,1812,4,Recomendado,2023-09-02
2443,5,1953,3,Increíble experiencia,2024-09-20
2444,7,1815,4,Asequible y hermoso,2023-07-27
2445,18,2549,1,"Buen lugar, pero caro",2024-12-24
2446,11,1144,5,Servicio excelente,2024-05-25
2447,18,3778,5,Perfecto para familias,2023-09-16
2448,5,1863,4,Perfecto para familias,2024-01-15
2449,13,2217,3,Cultura fascinante,2023-06-12
2450,18,3513,1,Asequible y hermoso,2023-12-07
2451,2,2808,3,Recomendado,2024-07-29
2452,20,1375,4,Servicio excelente,2024-06-13
2453,4,1677,5,No volvería,2023-02-03
2454,13,3740,5,No volvería,2023-11-19
2455,16,3677,3,"Buen lugar, pero caro",2023-06-30
2456,6,2290,2,Recomendado,2023-12-13
2457,8,1556,3,No volvería,2024-12-06
2458,16,1863,2,Demasiado turístico,2023-07-11
2459,13,3122,3,Recomendado,2024-08-01
2460,4,3486,2,Cultura fascinante,2024-12-21
2461,2,1881,2,Cultura fascinante,2024-11-09
2462,9,3274,2,"Buen lugar, pero caro",2023-09-03
2463,18,2843,2,No volvería,2023-09-02
2464,17,3356,1,Cultura fascinante,2024-11-08
2465,8,1966,2,Increíble experiencia,2024-12-23
2466,15,3396,2,Increíble experiencia,2023-05-13
2467,9,1476,5,No volvería,2023-07-16
2468,17,2339,1,"Buen lugar, pero caro",2023-12-13
2469,2,1525,2,Increíble experiencia,2023-02-18
2470,6,2449,4,Cultura fascinante,2023-03-05
2471,5,3572,1,"Buen lugar, pero caro",2024-09-15
2472,17,1562,5,No volvería,2024-11-27
2473,2,1569,3,Recomendado,2023-04-14
2474,18,2206,5,"Buen lugar, pero caro",2023-08-01
2475,10,1106,5,Cultura fascinante,2024-05-31
2476,10,3239,1,Recomendado,2023-04-29
2477,6,2161,1,Servicio excelente,2024-11-09
2478,12,1700,4,Perfecto para familias,2023-08-30
2479,17,2144,4,Servicio excelente,2023-10-07
2480,13,3879,1,Recomendado,2024-02-28
2481,20,1072,1,Perfecto para familias,2023-12-29
2482,16,1755,1,Asequible y hermoso,2023-11-02
2483,10,3505,3,Servicio excelente,2024-12-17
2484,2,1905,5,Cultura fascinante,2024-04-30
2485,2,3527,4,"Buen lugar, pero caro",2023-11-10
2486,7,1052,4,"Buen lugar, pero caro",2024-05-27
2487,6,2004,2,Perfecto para familias,2024-11-13
2488,1,3622,3,Perfecto para familias,2023-06-16
2489,12,2288,1,Perfecto para familias,2024-01-29
2490,13,2263,1,No volvería,2023-03-04
2491,12,3941,3,Cultura fascinante,2023-09-29
2492,19,3303,4,Perfecto para familias,2023-02-06
2493,9,1685,1,Increíble experiencia,2023-01-16
2494,10,2773,2,Perfecto para familias,2023-12-09
2495,17,2631,4,Increíble experiencia,2023-12-12
2496,18,3105,5,No volvería,2024-06-22
2497,8,1950,3,Increíble experiencia,2024-09-14
2498,7,3654,4,Asequible y hermoso,2023-08-21
2499,9,2674,5,Asequible y hermoso,2024-07-29
2500,10,3417,2,Increíble experiencia,2024-08-31
2501,12,3280,3,Cultura fascinante,2024-02-20
2502,15,2426,1,No volvería,2023-09-24
2503,15,3956,1,"Buen lugar, pero caro",2023-11-22
2504,4,2585,5,Increíble experiencia,2024-03-18
2505,4,2047,4,Recomendado,2024-07-13
2506,1,3622,2,Demasiado turístico,2024-12-22
2507,12,2291,5,Cultura fascinante,2023-03-17
2508,2,3889,2,Perfecto para familias,2023-09-04
2509,15,3166,2,Demasiado turístico,2024-08-02
2510,17,2624,2,"Buen lugar, pero caro",2023-11-09
2511,7,2177,3,No volvería,2024-07-29
2512,6,3316,5,Asequible y hermoso,2024-11-24
2513,12,3161,3,Perfecto para familias,2024-08-14
2514,19,3214,4,Asequible y hermoso,2023-12-09
2515,1,3716,4,"Buen lugar, pero caro",2024-12-15
2516,14,2032,1,Demasiado turístico,2023-07-01
2517,4,3762,1,Cultura fascinante,2024-12-26
2518,5,1431,1,Servicio excelente,2024-09-23
2519,1,2316,4,Asequible y hermoso,2024-02-03
2520,1,1893,2,Demasiado turístico,2023-08-29
2521,6,2074,2,Increíble experiencia,2024-12-14
2522,5,1107,5,Servicio excelente,2023-10-19
2523,2,1745,4,Asequible y hermoso,2023-02-23
2524,5,3748,1,No volvería,2023-05-25
2525,9,2480,4,Servicio excelente,2023-12-22
2526,19,3371,2,Increíble experiencia,2024-08-20
2527,15,3357,2,"Buen lugar, pero caro",2024-04-21
2528,13,3898,3,Recomendado,2023-01-22
2529,12,1622,3,Increíble experiencia,2023-11-27
2530,5,1995,5,"Buen lugar, pero caro",2023-10-19
2531,2,1145,4,"Buen lugar, pero caro",2023-08-24
2532,4,3788,3,Demasiado turístico,2023-01-29
2533,18,1821,3,Asequible y hermoso,2024-11-25
2534,10,1412,4,Servicio excelente,2023-06-09
2535,13,1114,2,Perfecto para familias,2024-06-13
2536,12,3623,5,Servicio excelente,2024-07-03
2537,2,3447,5,Servicio excelente,2023-04-11
2538,15,1124,5,"Buen lugar, pero caro",2023-10-17
2539,14,1086,3,Servicio excelente,2024-01-12
2540,10,1047,2,Recomendado,2023-06-22
2541,8,2900,5,Recomendado,2023-12-09
2542,15,3992,4,Servicio excelente,2024-08-01
2543,13,2573,5,Demasiado turístico,2023-07-10
2544,8,2739,1,Cultura fascinante,2024-03-14
2545,14,3006,2,Demasiado turístico,2024-07-08
2546,1,1804,1,Servicio excelente,2024-09-26
2547,13,3437,2,Cultura fascinante,2023-12-09
2548,8,3624,4,No volvería,2024-12-08
2549,18,2990,3,"Buen lugar, pero caro",2023-05-05
2550,9,3680,3,Perfecto para familias,2024-08-30
2551,13,3762,2,"Buen lugar, pero caro",2024-10-30
2552,3,2070,5,No volvería,2024-07-05
2553,18,2192,1,"Buen lugar, pero caro",2023-12-26
2554,10,3670,4,Perfecto para familias,2024-05-17
2555,5,1046,5,Asequible y hermoso,2023-06-22
2556,6,3772,3,Increíble experiencia,2024-01-29
2557,8,1540,5,Cultura fascinante,2024-04-05
2558,7,1087,1,"Buen lugar, pero caro",2024-11-15
2559,18,3851,3,Perfecto para familias,2023-04-30
2560,14,2409,2,Cultura fascinante,2023-09-30
2561,15,1265,4,Perfecto para familias,2023-12-24
2562,10,1703,4,Recomendado,2024-01-21
2563,12,2474,3,Asequible y hermoso,2023-11-15
2564,7,3280,2,Increíble experiencia,2023-09-18
2565,7,1186,1,Increíble experiencia,2023-10-08
2566,11,1326,4,Cultura fascinante,2023-11-25
2567,13,2207,3,Demasiado turístico,2023-05-04
2568,15,1397,4,Recomendado,2024-04-20
2569,18,2505,2,Cultura fascinante,2023-10-05
2570,7,2427,1,Cultura fascinante,2023-04-03
2571,6,2441,2,Increíble experiencia,2024-06-30
2572,11,2089,5,Demasiado turístico,2023-05-08
2573,8,1956,2,"Buen lugar, pero caro",2024-06-15
2574,20,1555,2,"Buen lugar, pero caro",2023-06-16
2575,1,3781,4,"Buen lugar, pero caro",2023-08-24
2576,8,2041,2,Perfecto para familias,2023-02-01
2577,8,3845,3,Demasiado turístico,2023-08-19
2578,19,3439,4,No volvería,2023-07-10
2579,3,1044,4,No volvería,2024-10-18
2580,5,1901,5,Servicio excelente,2024-09-04
2581,3,2724,3,Servicio excelente,2024-08-13
2582,15,1482,2,Demasiado turístico,2024-05-22
2583,14,3037,5,No volvería,2024-04-01
2584,15,2287,3,Cultura fascinante,2024-11-02
2585,17,2198,5,Recomendado,2023-09-12
2586,18,2465,1,Recomendado,2023-10-06
2587,2,1566,2,Demasiado turístico,2024-11-30
2588,12,3268,5,Servicio excelente,2024-12-22
2589,16,1772,1,No volvería,2023-02-25
2590,4,2219,2,No volvería,2024-10-10
2591,2,3457,5,Increíble experiencia,2023-04-16
2592,14,1471,5,Increíble experiencia,2024-08-03
2593,11,2371,5,Recomendado,2024-12-02
2594,13,3214,5,Demasiado turístico,2023-07-11
2595,7,1672,4,Servicio excelente,2023-10-05
2596,10,2175,5,No volvería,2024-06-27
2597,1,1111,4,"Buen lugar, pero caro",2023-06-24
2598,4,3597,4,Asequible y hermoso,2024-09-26
2599,18,2027,1,Asequible y hermoso,2023-03-26
2600,6,1344,2,Servicio excelente,2024-12-28
2601,2,2473,4,No volvería,2023-08-04
2602,3,3380,3,Cultura fascinante,2023-01-14
2603,14,3312,4,Recomendado,2023-02-06
2604,8,3131,3,"Buen lugar, pero caro",2023-01-27
2605,16,1777,1,Servicio excelente,2024-10-25
2606,19,3972,3,Asequible y hermoso,2024-07-29
2607,18,3382,1,Cultura fascinante,2023-03-11
2608,6,2404,1,Servicio excelente,2023-06-03
2609,14,1658,1,Increíble experiencia,2024-03-13
2610,3,2834,3,Increíble experiencia,2023-09-28
2611,16,2833,3,Perfecto para familias,2024-06-24
2612,1,1454,1,Servicio excelente,2023-03-15
2613,12,3721,1,Demasiado turístico,2024-07-24
2614,14,1741,2,Demasiado turístico,2023-05-29
2615,19,2770,1,"Buen lugar, pero caro",2024-05-20
2616,19,3381,5,Recomendado,2023-01-10
2617,9,3358,2,No volvería,2024-10-05
2618,7,3775,2,"Buen lugar, pero caro",2024-05-16
2619,14,2444,2,Servicio excelente,2023-03-03
2620,5,2749,5,Perfecto para familias,2024-01-23
2621,18,3402,2,Demasiado turístico,2024-12-30
2622,9,1824,2,Servicio excelente,2023-08-20
2623,7,1145,3,Perfecto para familias,2024-08-06
2624,9,3007,3,Asequible y hermoso,2024-06-11
2625,4,2068,1,No volvería,2024-07-03
2626,17,2787,1,Cultura fascinante,2024-11-19
2627,12,2410,4,Increíble experiencia,2024-03-20
2628,6,2763,5,Increíble experiencia,2023-11-17
2629,18,1910,3,Perfecto para familias,2023-03-24
2630,8,1761,1,Servicio excelente,2024-03-09
2631,15,3543,5,"Buen lugar, pero caro",2023-01-17
2632,3,2517,2,Recomendado,2024-01-04
2633,2,3690,5,Cultura fascinante,2024-10-29
2634,9,1531,3,Perfecto para familias,2024-11-14
2635,8,2360,4,Recomendado,2024-08-04
2636,4,3028,3,Asequible y hermoso,2024-08-05
2637,2,3561,1,Asequible y hermoso,2023-09-12
2638,14,3178,1,Perfecto para familias,2024-03-31
2639,2,2008,5,Perfecto para familias,2024-10-04
2640,2,2538,3,Asequible y hermoso,2024-07-14
2641,7,2274,1,"Buen lugar, pero caro",2024-06-16
2642,12,3782,2,Asequible y hermoso,2024-01-27
2643,6,1947,2,"Buen lugar, pero caro",2023-11-16
2644,18,2162,4,Recomendado,2023-08-08
2645,4,2299,5,"Buen lugar, pero caro",2024-11-29
2646,19,2002,1,Increíble experiencia,2024-02-18
2647,13,3512,4,Increíble experiencia,2023-02-01
2648,20,3189,2,Servicio excelente,2024-12-15
2649,2,2968,4,No volvería,2023-01-16
2650,8,1882,4,Perfecto para familias,2024-02-13
2651,19,2848,1,Demasiado turístico,2023-06-22
2652,9,3504,1,"Buen lugar, pero caro",2024-10-10
2653,4,2976,1,Servicio excelente,2023-06-28
2654,16,3482,5,No volvería,2024-07-26
2655,19,2631,4,Increíble experiencia,2024-05-11
2656,10,1173,4,Cultura fascinante,2023-04-14
2657,6,1473,5,No volvería,2023-11-13
2658,16,2447,2,Demasiado turístico,2024-12-07
2659,10,3965,3,Recomendado,2024-08-10
2660,13,3487,2,Servicio excelente,2023-06-30
2661,9,1498,5,Perfecto para familias,2023-05-12
2662,7,3217,4,Perfecto para familias,2024-10-24
2663,4,1989,4,Recomendado,2023-06-04
2664,19,2606,1,Servicio excelente,2023-12-25
2665,4,3609,1,Recomendado,2023-08-23
2666,19,3476,4,"Buen lugar, pero caro",2023-06-14
2667,19,1419,4,Servicio excelente,2024-12-17
2668,12,2371,1,Servicio excelente,2024-03-02
2669,13,3503,1,No volvería,2024-11-07
2670,4,1714,2,No volvería,2024-05-02
2671,10,3250,4,Asequible y hermoso,2023-08-01
2672,7,1179,4,Servicio excelente,2023-06-06
2673,5,3105,5,Cultura fascinante,2024-11-19
2674,17,2930,2,Recomendado,2023-03-16
2675,18,1946,3,Asequible y hermoso,2024-03-10
2676,11,3019,3,Demasiado turístico,2023-06-27
2677,15,3549,3,Asequible y hermoso,2024-10-06
2678,7,1739,1,Recomendado,2024-09-28
2679,18,2957,3,Servicio excelente,2023-11-08
2680,6,1112,5,No volvería,2023-05-07
2681,18,1715,1,"Buen lugar, pero caro",2024-01-12
2682,16,2402,1,Servicio excelente,2023-12-11
2683,2,3925,3,Recomendado,2023-08-13
2684,19,2939,1,Asequible y hermoso,2023-01-17
2685,1,2382,2,Perfecto para familias,2024-05-11
2686,11,1813,2,"Buen lugar, pero caro",2024-04-17
2687,20,2209,3,Increíble experiencia,2023-11-07
2688,5,1037,5,Servicio excelente,2023-05-17
2689,16,2829,1,Recomendado,2024-04-19
2690,1,3911,4,Demasiado turístico,2023-08-05
2691,19,3780,3,Servicio excelente,2023-07-15
2692,14,2252,1,Servicio excelente,2023-07-20
2693,3,1810,3,Asequible y hermoso,2024-01-01
2694,2,1023,3,Cultura fascinante,2024-12-19
2695,5,2527,5,Servicio excelente,2024-06-11
2696,17,1796,4,Recomendado,2024-02-04
2697,18,1496,1,Asequible y hermoso,2024-06-08
2698,1,1900,3,Perfecto para familias,2024-08-12
2699,15,1425,3,Demasiado turístico,2023-08-02
2700,9,3748,1,Demasiado turístico,2023-12-07
2701,5,3066,3,Servicio excelente,2023-11-25
2702,13,2983,3,Increíble experiencia,2023-04-29
2703,19,2469,3,Asequible y hermoso,2024-02-29
2704,10,3675,2,Perfecto para familias,2024-11-23
2705,20,2234,2,No volvería,2024-01-08
2706,14,2798,4,Increíble experiencia,2024-10-10
2707,12,3259,5,No volvería,2023-06-28
2708,11,1565,1,Demasiado turístico,2024-03-07
2709,7,2305,5,No volvería,2024-12-20
2710,17,2857,5,Increíble experiencia,2024-02-06
2711,18,1133,2,Increíble experiencia,2024-01-29
2712,7,1449,4,Increíble experiencia,2024-07-19
2713,20,3312,5,Perfecto para familias,2023-03-20
2714,6,2831,5,Demasiado turístico,2024-02-28
2715,11,3159,3,Servicio excelente,2023-04-28
2716,12,1850,1,Cultura fascinante,2024-01-03
2717,16,2262,4,"Buen lugar, pero caro",2023-04-16
2718,19,2481,1,Servicio excelente,2023-04-15
2719,19,1901,2,No volvería,2023-10-30
2720,11,1759,5,Perfecto para familias,2024-09-21
2721,16,2540,5,Perfecto para familias,2023-05-28
2722,12,2900,1,No volvería,2023-05-30
2723,8,3909,2,Asequible y hermoso,2023-09-13
2724,3,3945,3,Increíble experiencia,2023-03-23
2725,2,1862,3,"Buen lugar, pero caro",2023-01-16
2726,6,2848,5,No volvería,2023-07-12
2727,16,3241,5,No volvería,2024-12-23
2728,20,1515,4,Cultura fascinante,2023-03-15
2729,15,3838,1,Servicio excelente,2023-10-04
2730,14,1968,5,No volvería,2023-03-02
2731,2,2592,2,Asequible y hermoso,2024-06-19
2732,20,1084,1,No volvería,2024-06-18
2733,18,1798,4,No volvería,2023-12-09
2734,14,3128,3,Servicio excelente,2024-01-30
2735,18,2602,4,No volvería,2023-09-15
2736,2,1522,1,Asequible y hermoso,2023-07-17
2737,1,2223,3,Servicio excelente,2023-02-22
2738,20,2595,2,Recomendado,2024-10-12
2739,2,1234,3,Demasiado turístico,2023-09-28
2740,9,2843,3,Demasiado turístico,2023-07-20
2741,9,3292,2,Increíble experiencia,2024-01-31
2742,16,2417,5,"Buen lugar, pero caro",2024-01-13
2743,11,2590,5,Perfecto para familias,2024-11-06
2744,6,2470,3,Cultura fascinante,2024-08-26
2745,12,3897,3,Asequible y hermoso,2024-06-18
2746,3,1393,4,Demasiado turístico,2023-03-29
2747,12,1009,5,Recomendado,2024-02-02
2748,1,1613,2,Asequible y hermoso,2023-07-01
2749,9,2944,3,Servicio excelente,2023-10-10
2750,20,3855,3,Recomendado,2024-06-16
2751,6,1715,4,Asequible y hermoso,2024-07-14
2752,11,2928,4,Demasiado turístico,2023-07-09
2753,3,1110,4,Perfecto para familias,2023-07-24
2754,4,1834,1,Cultura fascinante,2023-02-13
2755,10,1266,2,Cultura fascinante,2023-10-27
2756,19,2397,1,Asequible y hermoso,2024-10-01
2757,6,3032,3,Demasiado turístico,2024-12-01
2758,1,1976,4,Recomendado,2024-11-12
2759,8,2619,4,Demasiado turístico,2023-10-06
